,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
3085,1,0,0,0,3,1,2,1,0,2,2,0,2,2,0,1,0,1382,1203,1
3086,1,0,0,0,17,1,2,1,0,0,2,2,0,2,0,1,0,1201,3355,0
3087,0,0,0,0,8,1,2,1,0,0,0,0,2,0,0,1,2,1036,2072,1
3088,1,0,1,1,46,1,0,0,2,0,2,2,2,2,2,0,3,920,4806,0
3089,0,0,0,0,68,1,0,0,2,2,2,2,2,2,2,1,1,947,5677,0
3090,1,0,0,0,1,1,0,0,0,0,0,0,2,0,0,1,3,429,212,1
3091,0,0,1,0,4,1,0,2,1,1,1,1,1,1,1,0,0,39,378,0
3092,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3,94,59,1
3093,1,0,0,1,28,1,0,0,0,2,0,2,0,0,1,1,1,447,3228,0
3094,0,0,0,0,39,1,0,0,0,2,0,0,2,0,1,1,1,517,3872,0
3095,1,0,0,0,11,1,0,1,0,0,2,0,0,2,0,0,2,991,2288,0
3096,0,0,1,0,71,0,1,0,0,2,2,2,2,2,2,1,1,571,5060,0
3097,1,0,0,1,2,1,0,2,1,1,1,1,1,1,0,0,3,37,123,0
3098,1,1,1,0,30,1,0,1,0,2,2,0,0,0,0,1,3,893,3966,1
3099,0,0,0,0,17,1,0,2,1,1,1,1,1,1,1,0,3,32,1279,0
3100,0,0,1,0,55,1,2,1,0,2,2,0,2,0,0,1,1,1177,5441,0
3101,0,0,0,0,58,1,2,1,2,0,0,0,0,0,0,1,0,896,5158,0
3102,0,0,0,0,5,1,0,0,2,0,0,2,0,0,0,0,2,443,1163,1
3103,0,1,0,0,1,1,0,2,1,1,1,1,1,1,0,1,2,18,11,1
3104,1,1,0,0,9,1,2,1,0,0,0,0,0,0,0,1,2,788,1931,0
3105,1,0,0,0,26,1,0,0,0,0,0,2,0,0,0,0,0,359,2818,0
3106,0,0,0,0,50,1,0,2,1,1,1,1,1,1,2,0,1,17,2500,0
3107,0,0,1,0,72,1,2,1,2,2,2,2,2,2,2,1,0,1525,6482,0
3108,0,0,0,1,43,1,0,1,2,2,0,2,2,2,1,1,1,1395,5161,0
3109,1,0,0,0,56,1,2,2,1,1,1,1,1,1,2,1,0,111,3144,0
3110,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,11,5,0
3111,1,0,1,1,72,1,2,1,0,2,2,0,2,2,2,1,2,1344,6307,1
3112,1,0,1,0,72,1,2,1,2,2,0,2,0,2,2,1,0,1292,6296,0
3113,1,0,1,0,36,1,2,1,0,0,0,0,2,2,0,1,2,1196,4620,0
3114,1,0,0,0,5,1,0,0,0,0,2,2,2,2,0,0,0,810,1363,0
3115,0,0,0,0,13,1,2,1,0,2,2,0,0,0,0,1,2,984,2558,1
3116,0,1,0,0,44,1,0,1,0,2,2,0,0,2,1,0,1,1076,4889,0
3117,0,1,1,1,70,1,2,1,0,2,2,2,2,2,1,1,2,1429,6332,0
3118,1,0,0,0,44,1,0,2,1,1,1,1,1,1,1,0,1,19,2206,0
3119,0,1,1,0,32,1,2,1,0,0,0,0,2,0,0,1,1,1014,4139,1
3120,0,0,1,0,69,1,2,2,1,1,1,1,1,1,2,1,1,91,3435,0
3121,0,1,0,0,16,1,0,0,0,0,0,2,2,0,0,0,2,531,2499,1
3122,1,1,1,1,68,1,0,2,1,1,1,1,1,1,1,0,0,19,2754,0
3123,1,0,0,0,16,1,0,1,0,0,0,0,0,0,0,1,1,714,2768,0
3124,1,0,1,1,68,1,0,0,2,2,0,2,2,2,2,0,0,953,5739,0
3125,1,0,0,0,4,1,0,2,1,1,1,1,1,1,0,0,3,9,376,0
3126,0,0,1,1,26,0,1,0,2,2,0,2,0,0,0,0,1,223,2505,0
3127,0,0,0,0,29,0,1,0,0,2,0,0,0,0,0,1,2,156,2238,1
3128,1,0,0,1,5,1,0,2,1,1,1,1,1,1,0,0,1,36,580,0
3129,1,0,1,0,70,1,2,1,0,2,2,0,2,0,1,1,0,1188,6071,0
3130,1,0,1,0,24,1,0,0,2,0,0,2,2,2,1,0,0,795,3426,0
3131,0,1,1,0,72,1,2,0,2,2,2,2,0,2,2,0,0,869,5689,0
3132,1,0,0,0,1,1,0,1,0,0,0,2,0,0,0,1,3,793,338,0
3133,1,0,1,0,70,0,1,0,0,2,2,2,0,2,1,1,0,397,4707,0
3134,0,0,1,1,36,1,0,2,1,1,1,1,1,1,0,0,0,13,1978,0
3135,0,1,0,0,38,1,2,1,0,0,0,2,2,2,0,1,2,1272,4752,1
3136,0,0,0,0,17,1,0,1,0,0,0,0,0,0,0,1,2,715,2683,1
3137,0,0,1,1,41,1,2,1,0,2,2,2,2,2,1,1,0,1452,5121,0
3138,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,311,152,1
3139,1,0,0,0,2,0,1,0,0,0,0,2,0,0,0,0,0,142,354,1
3140,1,0,0,0,14,1,0,1,0,0,2,0,0,0,0,0,2,836,2645,0
3141,1,1,0,0,2,1,0,1,0,2,2,2,0,2,0,1,1,1190,781,1
3142,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,25,18,1
3143,1,0,1,1,13,1,2,0,0,2,2,2,2,0,0,1,2,764,2358,0
3144,1,0,0,0,6,1,0,2,1,1,1,1,1,1,0,0,3,8,547,0
3145,0,0,0,0,4,1,0,1,0,2,0,0,0,0,0,1,0,840,1233,1
3146,0,0,1,1,5,1,0,1,0,2,0,2,2,2,0,1,3,1264,1524,1
3147,0,0,1,0,15,1,0,1,2,0,2,0,2,2,0,0,2,1314,3384,0
3148,0,0,0,0,47,1,0,1,2,0,0,0,0,0,0,0,1,816,4661,0
3149,0,0,0,0,8,1,0,0,0,0,2,2,0,2,0,0,3,610,1612,0
3150,1,0,0,0,17,0,1,0,0,0,0,0,0,0,0,1,3,105,1475,0
3151,1,0,1,1,15,1,0,1,2,0,0,0,0,0,0,0,3,809,2695,0
3152,0,0,0,0,26,1,0,1,2,0,2,2,0,2,1,1,0,1205,4041,0
3153,0,0,0,0,23,1,2,0,2,0,0,0,0,0,0,0,2,447,2836,0
3154,0,1,0,0,4,1,0,1,0,2,0,0,0,0,0,0,2,763,1184,0
3155,1,0,0,1,29,1,0,2,1,1,1,1,1,1,1,0,3,26,1675,0
3156,0,0,0,0,25,1,0,2,1,1,1,1,1,1,0,0,3,10,1519,0
3157,1,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,3,304,1452,1
3158,1,0,1,0,18,1,0,0,0,0,2,0,0,0,0,1,3,367,2278,1
3159,1,1,0,0,3,1,2,1,0,0,0,0,2,2,0,1,2,1185,1239,0
3160,0,0,1,1,69,0,1,0,2,2,2,2,0,0,2,0,0,329,4427,0
3161,1,0,0,0,14,1,0,2,1,1,1,1,1,1,1,0,3,16,1210,0
3162,1,0,0,0,19,1,2,0,0,0,0,0,2,2,0,0,3,707,3059,0
3163,1,1,0,0,39,1,2,1,0,2,0,0,0,2,0,0,2,1107,4583,0
3164,1,0,0,0,31,1,0,1,0,2,2,0,2,2,0,1,2,1308,4440,0
3165,1,0,1,1,24,1,0,2,1,1,1,1,1,1,1,0,3,34,1474,0
3166,1,0,1,0,14,1,0,0,0,0,0,2,0,0,0,0,0,352,1905,0
3167,0,0,1,0,64,1,0,0,2,2,2,2,0,2,2,1,3,794,5272,0
3168,0,0,0,0,50,1,0,2,1,1,1,1,1,1,1,1,3,16,2519,0
3169,1,0,1,1,52,1,0,0,0,2,2,2,2,0,1,1,2,690,4628,0
3170,1,0,0,0,28,1,2,1,0,2,0,0,2,2,1,0,2,1285,4179,0
3171,0,0,0,0,21,1,0,2,1,1,1,1,1,1,2,1,1,46,1462,0
3172,1,0,0,1,25,1,0,1,0,2,0,0,2,2,0,1,2,1206,4025,1
3173,0,0,1,0,17,1,0,2,1,1,1,1,1,1,1,0,3,16,1158,0
3174,1,0,1,0,58,0,1,0,0,0,0,0,2,2,1,1,1,305,4181,0
3175,1,1,1,0,17,1,0,1,0,0,0,0,0,2,0,0,0,930,2961,1
3176,0,0,1,0,51,1,2,2,1,1,1,1,1,1,2,0,3,102,2892,0
3177,1,0,1,1,72,0,1,0,2,0,2,2,2,0,2,0,3,354,4647,0
3178,1,0,1,0,52,1,0,1,2,0,0,0,2,0,0,0,2,977,5076,1
3179,0,0,0,0,27,1,0,2,1,1,1,1,1,1,2,1,3,21,1724,0
3180,0,0,0,0,3,1,0,2,1,1,1,1,1,1,0,0,3,29,265,0
3181,0,0,1,0,64,1,2,0,2,2,2,2,0,2,2,1,3,926,5457,0
3182,0,0,1,0,45,1,0,1,0,0,0,2,2,2,2,1,1,1192,5043,0
3183,1,1,1,0,3,0,1,0,0,0,0,0,2,0,0,1,3,212,477,1
3184,0,0,1,0,71,1,2,0,0,2,2,2,2,2,2,1,1,961,5786,0
3185,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,93,58,1
3186,0,0,1,1,58,1,0,2,1,1,1,1,1,1,2,0,1,35,2706,0
3187,1,0,1,1,34,1,0,1,0,2,2,0,2,0,0,1,2,1090,4410,0
3188,0,0,0,0,8,1,0,0,2,0,0,0,0,0,0,1,2,373,1305,1
3189,0,0,1,1,15,1,0,2,1,1,1,1,1,1,0,0,3,25,1071,0
3190,1,0,1,1,66,0,1,0,0,0,2,2,2,2,2,0,0,452,4705,0
3191,1,1,0,0,12,0,1,0,0,2,0,0,0,0,0,1,1,133,1337,0
3192,1,0,0,0,58,1,0,2,1,1,1,1,1,1,2,1,0,12,2522,0
3193,0,0,1,1,3,1,0,2,1,1,1,1,1,1,2,0,3,11,207,0
3194,0,1,1,0,43,0,1,0,0,2,2,0,2,2,0,0,1,470,3949,1
3195,0,0,0,0,9,1,0,1,0,2,2,0,0,0,0,0,2,911,1882,0
3196,0,0,0,0,3,1,0,2,1,1,1,1,1,1,1,0,3,34,318,0
3197,0,0,1,1,22,1,0,0,0,2,0,0,2,2,1,1,0,705,3200,1
3198,1,0,1,0,40,1,2,1,0,2,2,0,2,2,1,1,0,1395,4993,0
3199,0,0,0,0,68,1,2,2,1,1,1,1,1,1,2,0,0,102,3555,0
3200,1,0,1,0,54,1,2,1,0,2,2,0,2,2,0,1,2,1361,5516,1
3201,0,0,0,0,50,1,2,0,0,2,0,2,2,2,2,1,3,892,4908,0
3202,1,0,0,0,1,1,0,0,0,0,0,0,0,2,0,1,2,464,225,0
3203,0,0,1,0,72,1,2,0,2,2,2,2,2,2,2,0,0,1054,6041,0
3204,1,0,0,1,40,1,0,2,1,1,1,1,1,1,1,1,0,37,2235,0
3205,0,0,1,1,72,1,2,1,2,2,2,2,2,2,2,1,0,1578,6495,0
3206,0,0,0,0,6,1,0,2,1,1,1,1,1,1,0,0,3,29,540,0
3207,0,0,0,0,5,1,0,2,1,1,1,1,1,1,0,1,1,22,467,0
3208,1,0,1,0,48,1,2,0,0,2,2,0,0,2,1,1,1,726,4590,0
3209,0,0,0,0,1,1,2,1,0,0,0,0,2,2,0,1,2,1165,478,1
3210,0,0,1,1,64,1,0,0,2,0,0,2,2,0,1,0,3,644,4935,0
3211,0,0,0,0,17,1,0,2,1,1,1,1,1,1,1,0,1,30,1243,0
3212,1,0,1,0,40,1,0,1,0,2,2,0,0,0,0,1,2,900,4455,0
3213,0,0,1,1,41,0,1,0,2,0,2,0,0,0,1,0,1,197,3086,0
3214,1,1,0,0,51,1,2,1,0,2,0,0,0,0,1,1,0,892,4882,0
3215,1,0,1,0,41,1,2,1,0,2,0,0,0,0,0,1,2,905,4599,0
3216,0,0,1,1,1,1,0,0,0,0,2,0,0,0,0,0,3,385,194,1
3217,0,0,0,0,2,1,0,2,1,1,1,1,1,1,0,1,3,38,121,0
3218,1,0,0,0,68,1,0,1,0,2,2,0,0,0,1,0,1,892,5589,0
3219,0,0,1,1,24,1,2,2,1,1,1,1,1,1,2,0,3,86,1744,0
3220,1,0,1,0,70,1,2,0,2,0,2,2,0,2,2,0,1,849,5603,0
3221,1,0,0,0,3,0,1,0,0,0,0,2,0,0,0,1,2,140,498,0
3222,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,303,548,0
3223,1,0,1,0,3,0,1,0,0,2,0,0,0,0,0,0,1,141,481,0
3224,0,0,0,0,7,1,2,0,0,0,0,2,2,2,0,1,2,800,1641,1
3225,0,0,0,0,13,1,0,0,2,0,0,0,2,2,0,1,2,753,2346,0
3226,1,0,0,0,7,1,0,2,1,1,1,1,1,1,0,0,3,44,635,0
3227,1,0,1,1,12,1,0,0,0,0,0,0,2,0,0,1,3,485,1843,0
3228,1,0,1,1,53,1,2,1,0,2,2,0,2,2,1,1,2,1380,5638,0
3229,0,0,0,0,12,1,2,1,0,0,0,0,2,2,0,1,2,1172,2535,1
3230,1,0,1,1,63,1,0,2,1,1,1,1,1,1,2,0,3,20,2832,0
3231,0,0,0,0,15,1,0,0,2,2,2,2,2,2,0,0,3,984,2899,0
3232,1,0,1,1,36,1,0,0,2,2,0,0,0,0,1,0,3,432,3666,0
3233,1,1,1,0,4,0,1,0,0,0,2,0,0,0,0,1,2,143,571,0
3234,0,0,1,1,24,1,0,2,1,1,1,1,1,1,2,0,3,23,1500,0
3235,0,0,0,0,61,0,1,0,2,2,2,2,0,0,1,0,1,279,4183,0
3236,1,0,0,0,16,1,2,0,0,2,0,0,0,0,0,0,2,465,2273,0
3237,1,0,1,1,65,1,0,2,1,1,1,1,1,1,2,1,1,26,2868,0
3238,0,0,1,1,26,1,0,2,1,1,1,1,1,1,2,0,1,22,1594,0
3239,1,0,0,0,16,1,0,0,0,0,0,2,0,0,0,1,3,365,2137,0
3240,0,0,1,0,54,1,2,1,2,2,0,0,2,2,1,0,0,1406,5734,1
3241,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,31,24,1
3242,1,0,0,1,5,1,0,2,1,1,1,1,1,1,2,0,3,38,530,0
3243,0,0,0,0,19,0,1,0,0,2,0,0,0,2,0,1,2,238,1988,0
3244,1,0,0,0,10,1,2,0,2,0,0,0,0,0,0,1,1,449,1739,0
3245,0,0,1,1,23,1,0,1,0,2,2,2,0,0,0,0,2,971,3629,1
3246,1,0,0,0,3,1,0,0,0,0,0,0,2,0,0,0,3,462,706,1
3247,0,0,0,0,72,1,2,1,0,2,2,2,2,2,2,1,0,1498,6453,0
3248,1,1,1,0,10,1,2,1,0,0,0,0,0,2,0,1,2,1028,2240,1
3249,0,0,1,1,10,1,0,0,0,2,2,0,0,0,0,1,3,470,1705,0
3250,1,0,1,0,11,1,0,2,1,1,1,1,1,1,1,1,3,40,797,0
3251,0,1,0,0,37,1,2,1,2,2,0,0,2,2,0,1,0,1410,4927,1
3252,1,0,1,1,17,1,2,0,2,0,0,2,0,0,1,1,3,582,2618,0
3253,0,0,1,1,36,1,2,1,2,0,2,0,2,2,0,1,1,1365,4730,0
3254,1,1,0,0,17,1,0,1,0,2,2,0,2,2,0,1,2,1315,3474,0
3255,0,1,1,1,66,1,2,1,2,2,0,2,2,2,1,1,1,1480,6262,0
3256,1,0,1,1,61,1,0,0,2,2,2,2,2,2,1,0,0,993,5508,0
3257,1,0,0,0,22,1,0,1,0,2,0,0,2,2,0,1,3,1152,3814,0
3258,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,2,80,50,0
3259,0,0,0,0,6,1,0,1,0,0,0,0,0,0,0,0,1,726,1457,0
3260,1,0,0,0,31,1,0,1,0,2,0,2,0,0,0,1,2,869,4015,1
3261,0,0,1,1,68,1,0,0,2,2,2,2,2,2,2,1,1,995,5654,0
3262,0,0,1,1,34,1,2,1,0,0,2,0,2,0,0,0,2,1044,4275,1
3263,0,0,1,1,52,1,0,1,0,2,2,2,0,0,0,0,0,1011,5110,0
3264,0,0,0,1,10,1,0,1,0,0,2,2,2,0,0,1,2,1115,2416,0
3265,1,0,1,1,29,1,0,1,0,0,0,0,0,0,0,1,2,730,3691,1
3266,0,0,1,1,72,1,0,2,1,1,1,1,1,1,2,0,0,31,3163,0
3267,1,0,1,1,47,1,0,2,1,1,1,1,1,1,1,0,3,30,2397,0
3268,1,0,1,1,24,1,2,0,2,0,0,0,2,2,1,0,3,803,3554,0
3269,1,0,0,0,65,1,2,2,1,1,1,1,1,1,1,0,1,88,3316,0
3270,0,0,0,0,4,1,2,1,0,0,0,2,2,2,0,1,3,1298,1373,0
3271,1,1,1,0,12,1,2,1,0,2,0,0,2,2,0,1,2,1307,2792,1
3272,1,0,0,0,1,1,2,1,2,0,0,0,0,0,0,1,2,934,409,1
3273,1,0,0,0,33,1,0,1,0,0,0,0,0,0,0,0,2,680,3824,1
3274,0,0,0,0,34,1,0,1,0,2,2,2,2,2,0,1,2,1377,4706,0
3275,0,0,1,0,14,1,0,2,1,1,1,1,1,1,2,0,3,37,1112,0
3276,0,0,0,0,4,1,0,1,0,0,0,0,0,2,0,1,2,883,1183,1
3277,1,0,1,1,13,1,0,2,1,1,1,1,1,1,1,0,3,29,892,0
3278,0,0,1,1,65,1,2,0,0,2,0,2,2,2,2,1,0,888,5440,0
3279,1,0,1,1,23,1,0,0,2,0,0,2,0,0,1,0,1,500,3108,0
3280,1,0,1,0,55,1,0,0,2,2,2,0,0,0,2,0,2,517,4397,0
3281,1,0,1,0,49,1,0,1,0,2,0,0,2,2,2,1,2,1184,5237,0
3282,1,0,1,0,60,1,2,1,0,2,2,0,2,2,1,0,0,1327,5908,0
3283,0,0,1,1,69,1,0,2,1,1,1,1,1,1,1,1,1,36,3142,0
3284,1,0,0,0,40,1,2,1,0,0,0,0,2,0,0,1,2,993,4563,0
3285,1,0,1,0,67,1,0,0,2,2,0,2,0,2,2,1,1,699,5223,0
3286,1,1,0,0,35,1,2,1,0,0,0,0,2,2,0,1,2,1197,4619,1
3287,1,0,1,1,19,1,2,1,0,0,0,2,2,2,1,1,2,1300,3611,1
3288,0,0,1,1,13,1,0,2,1,1,1,1,1,1,2,0,3,46,1070,0
3289,0,0,0,1,41,1,2,1,0,2,0,0,2,0,0,1,0,1063,4711,0
3290,0,0,0,0,4,0,1,0,2,0,2,0,0,0,0,0,3,189,617,0
3291,0,0,1,1,24,1,0,0,2,0,0,2,0,0,0,0,2,462,2946,0
3292,0,0,0,0,5,0,1,0,0,2,0,0,2,2,0,1,1,395,936,0
3293,0,0,0,0,5,1,2,0,0,2,0,0,0,2,0,1,2,608,1318,0
3294,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,3,697,280,1
3295,0,0,1,1,72,1,2,0,2,2,2,2,2,0,2,0,0,904,5704,0
3296,0,0,0,0,24,1,0,0,0,0,2,0,0,0,0,1,1,362,2811,0
3297,0,0,1,0,42,1,2,0,2,0,2,2,2,2,2,0,1,982,4674,0
3298,0,0,0,0,4,1,0,2,1,1,1,1,1,1,0,0,3,30,416,0
3299,1,0,0,0,68,1,2,1,2,2,2,2,2,2,1,1,1,1574,6458,0
3300,0,0,1,1,33,1,0,2,1,1,1,1,1,1,1,0,3,31,1762,0
3301,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,707,288,1
3302,1,0,0,0,31,1,2,1,0,2,2,0,2,2,1,1,2,1345,4395,1
3303,0,0,0,0,4,1,2,1,0,2,0,0,0,0,0,0,0,859,1154,1
3304,1,1,1,0,69,1,2,1,0,2,2,2,2,2,2,1,2,1468,6371,0
3305,1,1,0,0,38,1,2,1,0,0,0,0,2,2,0,0,2,1183,4718,0
3306,0,0,1,1,3,1,0,1,0,2,0,2,0,0,0,1,2,900,976,0
3307,0,0,1,1,48,1,2,0,0,2,0,2,2,2,2,0,2,893,4820,0
3308,0,0,1,0,15,1,2,2,1,1,1,1,1,1,2,0,3,96,1352,0
3309,0,0,0,0,25,1,0,2,1,1,1,1,1,1,1,0,1,27,1658,0
3310,0,1,0,0,1,1,0,1,0,0,0,0,2,0,0,0,2,869,373,1
3311,0,0,0,0,48,0,1,0,2,2,0,0,2,0,0,1,2,301,3787,0
3312,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,35,28,0
3313,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,2,13,7,0
3314,0,0,0,0,37,1,0,1,0,2,2,0,0,0,1,0,2,901,4360,0
3315,1,1,1,0,66,1,2,1,0,2,2,2,2,2,1,1,0,1420,6220,0
3316,0,0,1,0,26,0,1,0,2,2,2,0,2,0,1,0,0,339,2748,0
3317,1,0,1,0,63,1,0,0,2,2,0,2,2,0,1,0,1,731,5117,0
3318,1,0,0,0,10,0,1,0,0,0,2,0,0,0,0,0,3,136,1016,1
3319,0,0,0,0,2,1,0,0,2,0,0,0,2,2,0,1,2,730,659,1
3320,1,1,1,0,18,1,0,0,2,0,0,0,0,2,0,1,1,526,2478,0
3321,0,0,1,0,64,1,2,2,1,1,1,1,1,1,2,0,3,103,3429,0
3322,0,1,0,0,9,1,2,1,0,0,0,0,0,2,0,1,2,984,2075,1
3323,0,0,0,1,28,1,0,2,1,1,1,1,1,1,0,0,3,34,1676,0
3324,0,0,0,0,1,1,0,1,0,0,2,0,0,0,0,0,2,818,353,0
3325,1,0,0,0,4,1,2,1,0,0,0,0,0,2,0,1,2,1008,1245,1
3326,1,1,0,0,38,1,0,0,0,2,2,2,2,0,1,1,1,718,4055,1
3327,1,0,1,0,66,1,2,1,0,2,2,0,0,2,1,0,2,1194,5940,0
3328,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,720,301,0
3329,0,0,1,0,18,1,0,0,0,0,0,2,0,0,0,1,3,382,2320,0
3330,1,1,0,0,51,1,2,1,0,0,2,0,2,2,0,1,2,1238,5356,1
3331,1,0,1,1,0,1,0,2,1,1,1,1,1,1,2,0,3,26,6530,0
3332,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,330,165,1
3333,1,0,0,1,12,1,0,2,1,1,1,1,1,1,2,0,0,16,874,0
3334,0,0,0,0,41,1,2,1,0,2,2,0,2,2,0,1,2,1401,5113,1
3335,1,0,0,0,12,1,2,2,1,1,1,1,1,1,0,0,2,92,1181,0
3336,0,0,1,1,55,1,0,2,1,1,1,1,1,1,2,0,3,35,2589,0
3337,0,0,0,0,7,1,2,1,0,0,0,0,0,0,0,1,2,814,1732,0
3338,0,0,0,0,12,1,0,1,0,0,2,2,0,2,0,1,2,1081,2615,1
3339,0,0,1,1,68,1,2,0,2,2,2,2,2,2,2,0,1,1053,5909,0
3340,0,1,0,0,5,1,2,1,0,0,0,0,2,0,0,1,1,958,1485,1
3341,0,1,0,0,49,1,0,0,0,0,0,0,0,0,0,0,3,281,3788,0
3342,1,0,0,0,40,0,1,0,2,2,2,0,2,2,1,0,1,581,4063,0
3343,0,0,0,0,16,1,0,2,1,1,1,1,1,1,1,0,0,31,1187,0
3344,1,0,0,0,10,1,2,1,0,0,0,0,0,0,0,1,3,790,2157,1
3345,0,0,1,0,72,1,2,1,0,2,2,0,2,2,1,1,2,1307,6295,0
3346,0,1,0,0,2,1,2,1,0,0,0,0,0,2,0,1,2,976,802,0
3347,1,0,1,1,23,1,0,2,1,1,1,1,1,1,2,0,3,47,1505,0
3348,0,1,0,0,71,1,2,1,0,2,2,0,2,2,1,1,2,1393,6341,0
3349,0,0,1,0,11,1,2,1,0,0,2,0,2,2,0,1,2,1271,2552,1
3350,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,288,132,1
3351,0,0,0,0,16,1,0,0,0,2,0,2,0,0,0,1,3,437,2202,1
3352,0,0,0,0,1,1,2,1,0,0,0,0,0,2,0,1,3,1004,432,1
3353,1,0,1,0,12,1,0,1,0,2,0,0,0,2,0,1,1,996,2462,0
3354,0,0,0,0,54,0,1,0,2,0,0,2,0,2,1,0,0,287,3970,0
3355,0,0,1,0,68,1,2,1,0,2,2,2,0,0,2,0,1,1097,5950,0
3356,0,0,1,1,4,1,2,0,0,0,0,0,0,0,0,0,3,393,973,1
3357,0,0,0,1,1,1,0,0,0,0,2,0,0,2,0,0,2,528,244,1
3358,1,0,0,0,27,1,0,0,2,0,0,2,0,0,0,0,3,428,3165,0
3359,1,0,0,0,21,1,0,2,1,1,1,1,1,1,0,1,3,28,1419,0
3360,1,0,0,0,13,1,0,1,0,0,2,0,2,0,0,1,2,959,2561,1
3361,0,1,0,0,64,1,2,0,0,2,2,2,0,2,0,0,1,800,5325,0
3362,0,0,0,0,1,1,0,0,2,2,0,0,0,0,0,1,2,457,221,1
3363,1,0,1,0,57,0,1,0,0,2,2,2,2,2,2,1,0,502,4514,0
3364,0,0,1,0,21,1,2,1,2,0,2,0,2,2,0,1,2,1353,3891,1
3365,1,0,0,0,19,1,0,2,1,1,1,1,1,1,2,0,3,22,1293,0
3366,1,0,1,0,31,1,0,1,0,0,2,0,2,2,1,1,2,1164,4315,0
3367,1,0,0,0,52,1,2,0,2,2,2,2,2,2,2,1,3,1078,5213,0
3368,0,0,0,0,46,1,2,1,0,2,2,0,0,2,1,1,2,1171,5102,0
3369,0,1,0,0,11,1,2,0,2,0,0,0,0,0,0,1,2,471,1764,0
3370,0,0,1,1,53,0,1,0,2,2,2,0,0,2,0,1,0,350,4052,0
3371,0,0,1,1,11,1,0,2,1,1,1,1,1,1,0,1,3,14,782,1
3372,1,1,0,0,57,1,2,1,0,2,0,2,2,2,0,1,0,1373,5792,0
3373,0,1,0,0,2,1,2,1,0,0,0,0,0,0,0,1,3,816,704,1
3374,0,1,0,0,2,1,0,0,2,2,0,0,0,0,0,0,3,456,522,1
3375,0,0,1,1,71,1,0,2,1,1,1,1,1,1,2,0,0,27,3050,0
3376,0,0,1,1,1,1,0,2,1,1,1,1,1,1,0,1,3,17,10,0
3377,1,0,1,0,68,1,2,2,1,1,1,1,1,1,2,0,1,93,3347,0
3378,1,0,1,0,72,1,0,0,2,2,2,2,2,2,2,0,3,984,5851,0
3379,0,0,0,0,2,1,0,2,1,1,1,1,1,1,0,0,3,15,136,0
3380,1,1,1,0,1,1,2,1,0,0,0,0,2,2,0,1,2,1190,488,1
3381,0,0,0,0,41,1,0,0,2,0,2,2,2,2,1,1,0,897,4536,0
3382,1,0,1,1,72,1,2,2,1,1,1,1,1,1,2,0,1,103,3602,0
3383,1,0,1,0,6,1,2,1,0,0,0,0,0,0,0,1,2,817,1468,1
3384,0,0,1,1,4,1,0,1,0,0,2,0,0,0,0,1,2,782,1211,1
3385,1,0,0,0,12,1,2,1,0,0,0,0,2,2,0,1,2,1209,2692,1
3386,0,0,1,0,58,1,2,0,2,0,0,2,0,2,1,1,2,683,4879,0
3387,0,0,0,0,7,1,0,2,1,1,1,1,1,1,0,0,3,42,694,0
3388,0,0,1,0,65,1,0,0,2,0,2,0,0,0,0,1,3,462,4725,0
3389,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,3,727,308,0
3390,1,0,1,0,56,1,0,2,1,1,1,1,1,1,1,0,1,28,2659,0
3391,1,0,0,0,4,1,0,2,1,1,1,1,1,1,0,0,3,9,329,0
3392,0,0,1,1,58,1,0,0,0,0,0,0,0,0,1,1,3,287,3993,0
3393,1,0,1,0,62,1,2,1,0,0,2,2,2,2,2,1,0,1425,6176,0
3394,1,0,0,0,26,1,2,0,2,2,0,0,0,0,1,0,2,574,3299,0
3395,1,0,0,0,62,1,2,1,2,2,2,0,0,0,0,0,0,1107,5642,0
3396,0,0,1,1,58,1,0,1,2,2,0,0,2,2,1,0,1,1266,5770,0
3397,0,0,1,0,68,1,2,0,2,2,2,2,2,2,2,1,2,1127,6007,0
3398,0,0,1,1,61,1,2,1,2,2,2,0,0,2,1,1,1,1295,5846,0
